,MODELS,VERSION,BRANDS,Fuel,MODEL_YEAR,RTO,Transmission,OWNER,KM_DRIVEN,Location,EMI,FINAL_PRICE,ACTUAL_PRICE
703,SELTOS,HTX AT PETROLAutomatic,KIA,Petrol,2020,TN-13,Automatic,1,"30,758","Vanagram, Maduravoyal, Chennai","₹27,693","14,54,899","14,74,499"
704,SELTOS,1.5 GTX+ ATAutomatic,KIA,Diesel,2020,TN-09,Automatic,1,"58,373","VR Mall, Chennai","₹29,408","15,45,000","15,45,000"
705,CARENS,PRESTIGE 1.4G MT 7STR,KIA,Petrol,2022,TN-11,Manual,1,"1,931","VR Mall, Chennai","₹24,954","13,10,999","13,88,799"
706,SELTOS,HTX 1.5 DIESEL,KIA,Diesel,2019,TN-09,Manual,1,"24,971","VR Mall, Chennai","₹26,267","13,80,000","13,80,000"
707,SELTOS,1.4 GTX+ TURBO GDI PETROL ATAutomatic,KIA,Petrol,2020,TN-14,Automatic,1,"16,132","Vanagram, Maduravoyal, Chennai","₹30,474","16,01,000","16,01,000"
708,SONET,GTX PLUS 1.5D  MT,KIA,Diesel,2020,TN-12,Manual,1,"32,757","VR Mall, Chennai","₹22,765","11,96,000","12,48,000"
709,SONET,GTX PLUS 1.5D  ATAutomatic,KIA,Diesel,2020,TN-12,Automatic,1,"23,012","VR Mall, Chennai","₹24,782","13,02,000","14,43,000"
710,SELTOS,GTX + AT PETROLAutomatic,KIA,Petrol,2019,TN-11,Automatic,1,"15,887","Vanagram, Maduravoyal, Chennai","₹31,736","16,67,299","18,63,499"
711,Rapid,AMBITION 1.5 TDI,Skoda,Diesel,2018,TN-04,Manual,1,"73,139",Navalur,"₹14,252","7,29,000","8,11,000"
712,Rapid,AMBITION 1.5 TDI,Skoda,Diesel,2019,TN-12,Manual,1,"59,465",Navalur,"₹16,236","8,53,000","8,62,000"
713,Rapid,MONTE CARLO TSI,Skoda,Petrol,2021,TN-19,Manual,1,"34,757","Thiruverkadu, Chennai","₹20,918","10,99,000","11,31,000"
714,Rapid,ELEGANCE 1.6 MPFI ATAutomatic,Skoda,Petrol,2016,TN-23,Automatic,2,"99,715",Navalur,"₹13,294","6,80,000","7,81,000"
715,SLAVIA,STYLE 1.5L TSI DSGAutomatic,Skoda,Petrol,2022,TN-19,Automatic,1,"27,524",Navalur,"₹33,862","17,79,000","19,02,000"
716,Rapid,ELEGANCE 1.6 MPI MT,Skoda,Petrol,2013,TN-01,Manual,3,"96,727","Thiruverkadu, Chennai","₹7,214","3,69,000","3,95,000"
717,Rapid,STYLE 1.6 MPI MT,Skoda,Petrol,2019,TN-02,Manual,1,"38,220","Vanagram, Maduravoyal, Chennai","₹17,553","9,22,199","9,22,199"
718,Rapid,STYLE 1.6 MPI MT,Skoda,Petrol,2018,TN-11,Manual,1,"38,702","Vanagram, Maduravoyal, Chennai","₹15,532","8,16,000","9,09,000"
719,Rapid,Style 1.5 TDI ATAutomatic,Skoda,Diesel,2017,TN-05,Automatic,1,"61,107","Vanagram, Maduravoyal, Chennai","₹18,006","9,46,000","9,51,000"
720,Rapid,Style 1.5 TDI ATAutomatic,Skoda,Diesel,2018,TN-01,Automatic,1,"82,091","Vanagram, Maduravoyal, Chennai","₹20,205","10,61,499","10,61,499"
721,Compass,LIMITED 1.4 PETROL ATAutomatic,Jeep,Petrol,2018,TN-41,Automatic,3,"38,603","Thiruverkadu, Chennai","₹23,964","12,59,000","13,12,000"
722,Compass,LIMITED 2.0 DIESEL,Jeep,Diesel,2018,TN-14,Manual,2,"92,184","Thiruverkadu, Chennai","₹22,080","11,60,000","12,20,000"
723,Compass,LIMITED 1.4 PETROL ATAutomatic,Jeep,Petrol,2018,TN-01,Automatic,1,"88,923","Thiruverkadu, Chennai","₹23,659","12,43,000","12,85,000"
724,Compass,LIMITED PLUS PETROL ATAutomatic,Jeep,Petrol,2020,TN-09,Automatic,1,"33,089",Navalur,"₹34,360","18,05,200","18,86,000"
725,Compass,LONGITUDE 2.0 DIESEL,Jeep,Diesel,2017,TN-10,Manual,2,"49,397","Thiruverkadu, Chennai","₹21,737","11,42,000","11,90,000"
726,Compass,2.0 LIMITED,Jeep,Diesel,2018,TN-05,Manual,1,"52,297","Vanagram, Maduravoyal, Chennai","₹25,056","13,16,399","14,01,099"
727,Compass,LIMITED O 1.4 ATAutomatic,Jeep,Petrol,2018,TN-04,Automatic,1,"36,930","Vanagram, Maduravoyal, Chennai","₹25,241","13,26,099","14,46,099"
728,Compass,2.0 LIMITED,Jeep,Diesel,2017,TN-12,Manual,1,"25,656","Vanagram, Maduravoyal, Chennai","₹24,706","12,98,000","12,98,000"
729,Compass,LIMITED 2.0 4*4,Jeep,Diesel,2017,TN-14,Manual,1,"47,373","VR Mall, Chennai","₹27,904","14,66,000","17,40,000"
730,Compass,2.0 LIMITED,Jeep,Diesel,2018,TN-04,Manual,1,"35,842","Vanagram, Maduravoyal, Chennai","₹27,226","14,30,399","14,30,399"
731,1.0,LXI,Maruti,Petrol,2011,MP-04,Manual,1,"1,10,053","Dewas Naka, Lasudia Mori","₹4,125","2,11,000","2,51,000"
732,Swift,VDI ABS,Maruti,Diesel,2016,MP-09,Manual,2,"97,062","Dewas Naka, Lasudia Mori","₹7,976","4,08,000","4,72,000"
733,Dzire,VXI,Maruti,Petrol,2015,MP-09,Manual,1,"51,273","Dewas Naka, Lasudia Mori","₹9,071","4,64,000","5,23,000"
734,K10,LXI,Maruti,Petrol,2011,MP-19,Manual,1,"30,681","Dewas Naka, Lasudia Mori","₹4,106","2,10,000","2,21,000"
735,Swift,VDI,Maruti,Diesel,2019,MP-09,Manual,3,"68,447","Dewas Naka, Lasudia Mori","₹11,476","5,87,000","6,79,000"
736,PRESSO,VXI,Maruti,Petrol,2019,MP-09,Manual,1,"65,546","Dewas Naka, Lasudia Mori","₹7,175","3,67,000","4,51,000"
737,Baleno,DELTA PETROL 1.2,Maruti,Petrol,2016,MP-09,Manual,1,"35,748","Dewas Naka, Lasudia Mori","₹9,228","4,72,000","5,59,000"
738,Celerio,VXI,Maruti,Petrol,2016,MP-04,Manual,1,"1,23,998","Dewas Naka, Lasudia Mori","₹6,061","3,10,000","3,47,000"
739,Brezza,LDI (O),Maruti,Diesel,2017,MP-09,Manual,1,"99,717","Dewas Naka, Lasudia Mori","₹11,926","6,10,000","6,90,000"
740,Swift,VXI,Maruti,Petrol,2018,MP-09,Manual,1,"47,004","Dewas Naka, Lasudia Mori","₹10,049","5,14,000","6,13,000"
741,Ciaz,ZXI,Maruti,Petrol,2014,MP-09,Manual,1,"1,18,159","Dewas Naka, Lasudia Mori","₹8,778","4,49,000","5,16,000"
742,Dzire,VXI (O),Maruti,Petrol,2016,MP-04,Manual,1,"49,004","Dewas Naka, Lasudia Mori","₹10,088","5,16,000","5,91,000"
743,Swift,VXI AMTAutomatic,Maruti,Petrol,2018,MP-04,Automatic,1,"40,098","Dewas Naka, Lasudia Mori","₹10,088","5,16,000","6,19,000"
744,Swift,LXI,Maruti,Petrol,2019,MP-04,Manual,1,"30,011","Dewas Naka, Lasudia Mori","₹10,733","5,49,000","5,49,000"
745,Celerio,VXI AMTAutomatic,Maruti,Petrol,2014,MP-04,Automatic,1,"25,719","Dewas Naka, Lasudia Mori","₹7,390","3,78,000","4,03,000"
746,Baleno,ZETA PETROL 1.2,Maruti,CNG,2021,MP-09,Manual,1,"35,261","Dewas Naka, Lasudia Mori","₹14,369","7,35,000","7,90,000"
747,Swift,VXI O,Maruti,Petrol,2016,MP-04,Manual,1,"59,481","Dewas Naka, Lasudia Mori","₹8,934","4,57,000","5,26,000"
748,Alto,VXI,Maruti,Petrol,2019,MP-04,Manual,1,"98,233","Dewas Naka, Lasudia Mori","₹6,530","3,34,000","3,61,000"
749,IGNIS,SIGMA 1.2,Maruti,Petrol,2022,MP-04,Manual,1,"4,472","Dewas Naka, Lasudia Mori","₹9,912","5,07,000","5,68,000"
750,X,ZXI (O),Maruti,Petrol,2018,MP-34,Manual,1,"74,317","Dewas Naka, Lasudia Mori","₹8,172","4,18,000","4,98,000"
751,Verna,FLUIDIC 1.6 VTVT SX,Hyundai,Petrol,2012,MP-04,Manual,1,"70,228","Dewas Naka, Lasudia Mori","₹7,742","3,96,000","3,96,000"
752,i20,MAGNA EXECUTIVE 1.2,Hyundai,Petrol,2018,MP-04,Manual,2,"56,838","Dewas Naka, Lasudia Mori","₹9,365","4,79,000","5,54,000"
753,Verna,1.4 EX PETROL,Hyundai,CNG,2017,MP-09,Manual,1,"40,220","Dewas Naka, Lasudia Mori","₹13,568","6,94,000","7,68,000"
754,Verna,1.4 VTVT,Hyundai,Petrol,2016,MP-04,Manual,2,"78,213","Dewas Naka, Lasudia Mori","₹8,446","4,32,000","4,70,000"
755,Eon,ERA +,Hyundai,Petrol,2012,MP-04,Manual,1,"50,372","Dewas Naka, Lasudia Mori","₹3,793","1,94,000","2,25,000"
756,i20,MAGNA 1.2,Hyundai,Petrol,2017,MP-16,Manual,3,"65,023","Dewas Naka, Lasudia Mori","₹8,602","4,40,000","5,22,000"
757,Eon,ERA +,Hyundai,Petrol,2018,MP-05,Manual,1,"57,485","Dewas Naka, Lasudia Mori","₹5,357","2,74,000","3,39,000"
758,Xing,GL PLUS,Hyundai,Petrol,2011,MP-09,Manual,2,"73,284","Dewas Naka, Lasudia Mori","₹3,656","1,87,000","2,22,000"
759,i20,MAGNA 1.4 CRDI,Hyundai,Diesel,2015,MP-13,Manual,2,2,"Dewas Naka, Lasudia Mori","₹8,719","4,46,000","4,76,000"
760,Xcent,E+,Hyundai,Petrol,2018,MP-09,Manual,1,"41,716","Dewas Naka, Lasudia Mori","₹9,580","4,90,000","5,70,000"
761,i10,SPORTZ 1.2 KAPPA VTVT,Hyundai,Petrol,2017,MP-04,Manual,1,"32,367","Dewas Naka, Lasudia Mori","₹8,055","4,12,000","5,02,000"
762,i10,ASTA 1.2 KAPPA VTVT,Hyundai,Petrol,2015,MP-04,Manual,1,"88,905","Dewas Naka, Lasudia Mori","₹7,761","3,97,000","4,86,000"
763,VENUE,SX 1.0 TURBO,Hyundai,Petrol,2019,MP-04,Manual,1,"29,243","Dewas Naka, Lasudia Mori","₹16,617","8,73,000","8,99,000"
764,Eon,ERA +,Hyundai,CNG,2019,MP-07,Manual,1,"84,957","Dewas Naka, Lasudia Mori","₹5,982","3,06,000","3,44,000"
765,Eon,ERA +,Hyundai,Petrol,2016,MP-04,Manual,1,"53,055","Dewas Naka, Lasudia Mori","₹4,956","2,53,500","3,24,000"
766,i10,MAGNA 1.2,Hyundai,Petrol,2011,MP-20,Manual,1,"54,404","Dewas Naka, Lasudia Mori","₹4,712","2,41,000","2,80,000"
767,Verna,1.6 CRDI SX,Hyundai,Diesel,2017,MP-04,Manual,1,"89,885","Dewas Naka, Lasudia Mori","₹15,582","7,97,000","8,63,000"
768,i20,SPORTZ 1.2,Hyundai,Petrol,2017,MP-04,Manual,1,"48,393","Dewas Naka, Lasudia Mori","₹10,049","5,14,000","6,14,000"
769,Xing,GL PLUS,Hyundai,Petrol,2013,MP-04,Manual,2,"59,109","Dewas Naka, Lasudia Mori","₹4,145","2,12,000","2,48,000"
770,i20,SPORTZ 1.2,Hyundai,Petrol,2018,MP-09,Manual,1,"68,944","Dewas Naka, Lasudia Mori","₹10,498","5,37,000","5,93,000"
771,City,1.5L I-VTEC S MT,Honda,Petrol,2014,MP-20,Manual,1,"1,01,754","Dewas Naka, Lasudia Mori","₹8,367","4,28,000","4,77,000"
772,City,1.5L I-VTEC V MT,Honda,Petrol,2018,MP-09,Manual,1,"20,263","Dewas Naka, Lasudia Mori","₹14,017","7,17,000","8,17,000"
773,City,1.5L I-VTEC V MT,Honda,Petrol,2015,MP-09,Manual,1,"46,836","Dewas Naka, Lasudia Mori","₹10,753","5,50,000","6,74,000"
774,City,1.5L I-VTEC S MT,Honda,Petrol,2018,MP-09,Manual,1,"64,824","Dewas Naka, Lasudia Mori","₹12,043","6,16,000","6,74,000"
775,Brio,S MT,Honda,Petrol,2015,MP-09,Manual,2,"41,595","Dewas Naka, Lasudia Mori","₹6,256","3,20,000","3,73,000"
776,Brio,S MT,Honda,Petrol,2013,MP-04,Manual,1,"66,139","Dewas Naka, Lasudia Mori","₹5,728","2,93,000","3,29,000"
777,WR-V,1.2L I-VTEC VX MT,Honda,Petrol,2019,MP-09,Manual,1,"45,119","Dewas Naka, Lasudia Mori","₹14,799","7,57,000","8,56,000"
778,Amaze,1.2 SMT I VTEC,Honda,Petrol,2017,MP-04,Manual,1,"57,971","Vijay Nagar, Indore","₹8,524","4,36,000","5,00,000"
779,Jazz,1.2L I-VTEC BASE,Honda,Petrol,2011,MP-09,Manual,1,"60,939","Dewas Naka, Lasudia Mori","₹4,829","2,47,000","2,47,000"
780,BR-V,1.5L I-VTEC VX,Honda,Petrol,2017,MP-09,Manual,1,"26,283","Dewas Naka, Lasudia Mori","₹12,512","6,40,000","6,98,000"
781,Duster,85 PS RXS MT DIESEL,Renault,Diesel,2017,MP-04,Manual,1,"1,03,331","Dewas Naka, Lasudia Mori","₹11,105","5,68,000","6,37,000"
782,Kwid,RXT,Renault,Petrol,2018,MP-04,Manual,2,"43,158","Dewas Naka, Lasudia Mori","₹5,826","2,98,000","3,55,000"
783,TRIBER,RXL MT,Renault,Petrol,2019,MP-09,Manual,2,"40,131","Dewas Naka, Lasudia Mori","₹10,068","5,15,000","5,15,000"
784,Duster,110 PS RXL DIESEL,Renault,Diesel,2012,MP-09,Manual,1,"79,121","Dewas Naka, Lasudia Mori","₹6,373","3,26,000","3,45,000"
785,Kwid,RXT 1.0,Renault,Petrol,2017,MP-04,Manual,1,"30,803","Dewas Naka, Lasudia Mori","₹6,139","3,14,000","3,43,000"
786,Kwid,RXT 1.0 (O),Renault,Petrol,2018,MP-04,Manual,1,"25,121","Dewas Naka, Lasudia Mori","₹7,058","3,61,000","3,97,000"
787,Duster,85 PS RXL DIESEL,Renault,Diesel,2014,MP-04,Manual,2,"89,206","Vijay Nagar, Indore","₹8,602","4,40,000","4,40,000"
788,Kiger,RXZ MT DUAL TONE,Renault,Petrol,2021,MP-04,Manual,1,"13,481","Dewas Naka, Lasudia Mori","₹14,330","7,33,000","8,56,000"
789,Kwid,RXL,Renault,Petrol,2019,MP-41,Manual,2,"44,536","Dewas Naka, Lasudia Mori","₹5,357","2,74,000","2,91,000"
790,Kwid,RXL,Renault,Petrol,2017,MP-09,Manual,1,"67,660","Dewas Naka, Lasudia Mori","₹5,396","2,76,000","2,90,000"
791,Tiago,XE PETROL,Tata,Petrol,2017,MP-04,Manual,2,"33,353","Dewas Naka, Lasudia Mori","₹7,664","3,92,000","4,41,000"
792,NEXON,XM DIESEL,Tata,Diesel,2019,MP-09,Manual,1,"1,10,321","Dewas Naka, Lasudia Mori","₹11,926","6,10,000","6,72,000"
793,Tiago,XZA PETROLAutomatic,Tata,CNG,2018,MP-09,Automatic,2,"89,615","Dewas Naka, Lasudia Mori","₹8,055","4,12,000","4,62,000"
794,NEXON,XM SUNROOF PETROL,Tata,Petrol,2022,MP-04,Manual,1,"27,869","Dewas Naka, Lasudia Mori","₹16,845","8,85,000","8,85,000"
795,TIGOR,XM PETROL,Tata,Petrol,2019,MP-04,Manual,1,"12,862","Dewas Naka, Lasudia Mori","₹9,638","4,93,000","5,45,000"
796,Tiago,XT PETROL,Tata,Petrol,2018,MP-09,Manual,2,"90,387","Dewas Naka, Lasudia Mori","₹7,273","3,72,000","4,07,000"
797,Tiago,XT PETROL,Tata,Petrol,2017,MP-09,Manual,1,"45,236","Dewas Naka, Lasudia Mori","₹7,116","3,64,000","3,64,000"
798,Tiago,XE PETROL,Tata,Petrol,2020,MP-04,Manual,1,"29,600","Dewas Naka, Lasudia Mori","₹8,524","4,36,000","5,28,000"
799,PUNCH,ACCOMPLISHED AMTAutomatic,Tata,Petrol,2022,MP-04,Automatic,1,"1,523","Dewas Naka, Lasudia Mori","₹15,151","7,75,000","8,68,000"
800,TIGOR,XT PETROL,Tata,Petrol,2018,MP-09,Manual,1,"92,811","Dewas Naka, Lasudia Mori","₹7,585","3,88,000","4,53,000"
801,Go,T (O),Datsun,Petrol,2017,MP-04,Manual,1,"1,15,401","Dewas Naka, Lasudia Mori","₹3,734","1,91,000","2,22,000"
802,Go,T,Datsun,Petrol,2014,MP-04,Manual,1,"82,410","Dewas Naka, Lasudia Mori","₹3,793","1,94,000","2,08,000"
803,Go,T(O),Datsun,Petrol,2019,MP-41,Manual,1,"25,591","Dewas Naka, Lasudia Mori","₹7,253","3,71,000","4,44,000"
804,Plus,T(O),Datsun,Petrol,2018,MP-09,Manual,1,"15,317","Dewas Naka, Lasudia Mori","₹7,898","4,04,000","4,04,000"
805,Go,T (O),Datsun,Petrol,2017,MP-04,Manual,1,"55,770","Dewas Naka, Lasudia Mori","₹4,360","2,23,000","2,39,000"
806,Go,S,Datsun,Petrol,2016,MP-04,Manual,1,"61,761","Vijay Nagar, Indore","₹5,044","2,58,000","2,64,000"
807,Polo,HIGHLINE PLUS 1.2(16 ALLOY,Volkswagen,Petrol,2017,MP-09,Manual,1,"58,137","Dewas Naka, Lasudia Mori","₹8,719","4,46,000","5,40,000"
808,Polo,HIGHLINE PLUS 1.0L TSI,Volkswagen,Petrol,2020,MP-04,Manual,1,"75,545","Dewas Naka, Lasudia Mori","₹12,610","6,45,000","7,25,000"
809,Polo,COMFORTLINE 1.2L PETROL,Volkswagen,Petrol,2011,MP-09,Manual,1,"56,942","Dewas Naka, Lasudia Mori","₹4,770","2,44,000","2,44,000"
810,Ameo,HIGHLINE1.2L PLUS 16 ALLOY,Volkswagen,Petrol,2017,MP-09,Manual,1,"36,225","Dewas Naka, Lasudia Mori","₹9,697","4,96,000","5,59,000"
811,Ameo,TRENDLINE 1.2L,Volkswagen,CNG,2017,MP-09,Manual,1,"70,139","Dewas Naka, Lasudia Mori","₹7,801","3,99,000","4,46,000"
812,Polo,COMFORTLINE 1.2L PETROL,Volkswagen,Petrol,2011,MP-04,Manual,1,"50,015","Vijay Nagar, Indore","₹5,044","2,58,000","2,58,000"
813,Polo,COMFORTLINE 1.2L,Volkswagen,Petrol,2015,MP-09,Manual,2,"62,004","Dewas Naka, Lasudia Mori","₹7,918","4,05,000","4,31,000"
814,Polo,GT TSI ATAutomatic,Volkswagen,Petrol,2018,MP-04,Automatic,1,"65,233","Dewas Naka, Lasudia Mori","₹14,721","7,53,000","8,31,000"
815,Polo,GT TSI 1.2 PETROL ATAutomatic,Volkswagen,Petrol,2017,MP-04,Automatic,1,"28,397","Vijay Nagar, Indore","₹15,054","7,70,000","8,00,000"
816,Polo,TRENDLINE 1.2L PETROL,Volkswagen,Petrol,2010,MP-04,Manual,1,"88,968","Dewas Naka, Lasudia Mori","₹4,809","2,46,000","2,54,000"
817,Ecosport,TITANIUM 1.5L DIESEL,Ford,Diesel,2018,MP-04,Manual,1,"1,00,462","Dewas Naka, Lasudia Mori","₹13,099","6,70,000","7,59,000"
818,Ecosport,TITANIUM+ 1.5L DIESEL,Ford,Diesel,2017,MP-09,Manual,2,"93,866","Dewas Naka, Lasudia Mori","₹11,535","5,90,000","7,21,000"
819,FREESTYLE,TITANIUM PLUS 1.5 DIESEL,Ford,Diesel,2018,MP-04,Manual,1,"71,619","Dewas Naka, Lasudia Mori","₹11,261","5,76,000","6,85,000"
820,Ecosport,TREND+ 1.0L ECOBOOST,Ford,Petrol,2017,MP-04,Manual,1,"87,677","Dewas Naka, Lasudia Mori","₹10,694","5,47,000","5,47,000"
821,FREESTYLE,TITANIUM PLUS 1.2 PETROL,Ford,Petrol,2021,MP-39,Manual,1,"61,260","Dewas Naka, Lasudia Mori","₹13,314","6,81,000","7,75,000"
822,FREESTYLE,TITANIUM 1.2 PETROL,Ford,Petrol,2019,MP-04,Manual,1,"32,784","Dewas Naka, Lasudia Mori","₹10,792","5,52,000","6,29,000"
823,FREESTYLE,TITANIUM 1.2 PETROL,Ford,Petrol,2019,MP-07,Manual,1,"28,416","Dewas Naka, Lasudia Mori","₹11,046","5,65,000","6,39,000"
824,Ecosport,TITANIUM 1.5L PETROL,Ford,Petrol,2019,MP-04,Manual,1,"17,705","Dewas Naka, Lasudia Mori","₹13,196","6,75,000","6,75,000"
825,Ecosport,TITANIUM 1.5L PETROL,Ford,Petrol,2018,MP-04,Manual,1,"67,378","Dewas Naka, Lasudia Mori","₹13,372","6,84,000","7,40,000"
826,Ecosport,TITANIUM 1.5L PETROL,Ford,Petrol,2018,MP-09,Manual,2,"49,132","Dewas Naka, Lasudia Mori","₹12,004","6,14,000","6,82,000"
827,SELTOS,GTX 1.4 GDI AT PETROLAutomatic,KIA,Petrol,2019,MP-04,Automatic,1,"22,130","Vijay Nagar, Indore","₹26,419","13,88,000","15,53,000"
828,CARENS,LUXURY 1.5D MT 7STR,KIA,Diesel,2022,MP-09,Manual,1,"24,000","Vijay Nagar, Indore","₹29,404","15,44,800","16,66,000"
829,Rapid,STYLE 1.6 MPI ATAutomatic,Skoda,Petrol,2018,MP-09,Automatic,1,"70,893","Dewas Naka, Lasudia Mori","₹15,503","7,93,000","8,76,000"
830,Octavia,STYLE 2.0 TDI MT,Skoda,Diesel,2018,MP-09,Manual,1,"95,593","Dewas Naka, Lasudia Mori","₹23,412","12,30,000","14,92,000"
831,Rapid,AMBITION 1.6 MPI MT,Skoda,Petrol,2018,MP-09,Manual,1,"33,510","Dewas Naka, Lasudia Mori","₹11,574","5,92,000","6,59,000"
832,Compass,1.4 LIMITED PLUS ATAutomatic,Jeep,Petrol,2020,MP-09,Automatic,1,"14,522","Vijay Nagar, Indore","₹36,298","19,07,000","20,09,000"
